Student,Region,Campus,Program,Starting/Readmitted Cohort,Graduating Cohort,Testing Cohort,Attempt Number,Result
237,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
238,Lehigh Valley Region,ALL,ADN.2YR.AS,2024FAQ,2024WIQ,2025SPQ,1,1
239,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024WIQ,2025SPQ,1,1
240,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2025SPQ,2025SUQ,1,1
241,Hudson Valley Region,ALB,BSN.PRE.BSN,2021WIQ,2025SPQ,2025SUQ,1,1
242,Hudson Valley Region,SCH,ADN.BRDG.AS,2024SUQ,2025FAQ,2025WIQ,1,1
243,Hudson Valley Region,SCH,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
244,Hudson Valley Region,SCH,ADN.2YR.AS,2024WIQ,2025FAQ,2025WIQ,1,1
245,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SPQ,2024SUQ,1,1
246,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024FAQ,2024WIQ,1,1
247,Hudson Valley Region,ALB,ADN.2YR.AS,2023SUQ,2025FAQ,2025WIQ,1,1
248,Hudson Valley Region,KIN,ADN.2YR.AAS,2023SUQ,2025SUQ,2025FAQ,1,1
249,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023FAQ,2025SPQ,2025SUQ,1,1
250,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023SUQ,2023WIQ,2024SPQ,1,1
251,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2024WIQ,2024WIQ,1,1
252,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SPQ,2025SUQ,1,1
253,Hudson Valley Region,NEW,ADN.BRDG.AS,2024SPQ,2025SUQ,2025FAQ,1,0
254,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SUQ,2025SUQ,2025FAQ,1,0
255,Lehigh Valley Region,REA,ADN.BRDG.AS,2023SPQ,2024FAQ,2024WIQ,1,1
256,Hudson Valley Region,ALB,ADN.2YR.AS,2021WIQ,2023WIQ,2024SPQ,1,1
257,Hudson Valley Region,ALB,BSN.PRE.BSN,2020WIQ,2023WIQ,2024SPQ,1,1
258,Lehigh Valley Region,REA,ADN.BRDG.AS,2023SPQ,2024FAQ,2024FAQ,1,1
259,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021FAQ,2024SPQ,2024SUQ,1,1
260,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SUQ,1,1
261,Hudson Valley Region,KIN,ADN.2YR.AAS,2023WIQ,2025FAQ,2025WIQ,1,1
262,Greater Boston Region,WOR,ADN.BRDG.AAS,2022SUQ,2024SPQ,2024SUQ,1,1
263,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023SUQ,2024SPQ,2024SUQ,1,1
264,Greater Boston Region,BOS,ADN.BRDG.AAS,2022SUQ,2024SUQ,2024FAQ,1,1
265,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023WIQ,2025SUQ,2025WIQ,1,1
266,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,1,1
267,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,0
268,Hudson Valley Region,KIN,ADN.2YR.AAS,2019SUQ,2021SUQ,2024SUQ,4,1
269,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,0
269,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,2,1
270,Lehigh Valley Region,REA,ADN.BRDG.AS,2022FAQ,2023WIQ,2024SPQ,1,1
271,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023SUQ,2025SPQ,2025SPQ,1,1
272,Hudson Valley Region,SCH,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
273,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2024SPQ,2024SUQ,1,1
274,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2024WIQ,2025SPQ,1,1
275,Hudson Valley Region,ALB,ADN.BRDG.AS,2023FAQ,2023WIQ,2024SPQ,1,1
276,Greater Boston Region,WOR,ADN.BRDG.AAS,2023FAQ,2025SUQ,2025FAQ,1,1
277,Lehigh Valley Region,ALL,ADN.2YR.AS,2023FAQ,2023WIQ,2024SPQ,1,1
278,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2025SPQ,2025FAQ,1,1
279,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025FAQ,1,1
280,Lehigh Valley Region,ALL,ADN.BRDG.AS,2023FAQ,2025SPQ,2025SUQ,1,1
281,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2024WIQ,2025SPQ,1,1
282,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023WIQ,2025SPQ,2025SUQ,1,1
283,Hudson Valley Region,SCH,ADN.BRDG.AS,2024WIQ,2025SUQ,2025FAQ,1,1
284,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
285,Lehigh Valley Region,ALL,ADN.2YR.AS,2022FAQ,2024WIQ,2025SPQ,1,1
286,Lehigh Valley Region,REA,ADN.BRDG.AS,2022WIQ,2024SPQ,2024SUQ,1,1
287,Lehigh Valley Region,ALL,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
288,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2025SUQ,2025FAQ,1,0
288,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2025SUQ,2025WIQ,2,0
289,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2024SUQ,2024FAQ,1,1
290,Lehigh Valley Region,REA,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,1
291,Hudson Valley Region,ALB,ADN.BRDG.AS,2022WIQ,2024SPQ,2024SUQ,1,1
292,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2024SPQ,2025FAQ,2025WIQ,1,1
293,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2024WIQ,2025SPQ,1,1
294,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SPQ,2023WIQ,2024SUQ,1,1
295,Hudson Valley Region,POU,ADN.2YR.AS,2024SPQ,2025SUQ,2025FAQ,1,1
296,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
297,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2022FAQ,2023WIQ,2024SPQ,1,1
298,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023WIQ,2025SUQ,2025FAQ,1,1
299,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2024SUQ,2024FAQ,1,1
300,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023WIQ,2025SUQ,2025FAQ,1,1
301,Connecticut Valley Region,NHV,ADN.2YR.AS,2023SUQ,2025FAQ,2025WIQ,1,1
302,Lehigh Valley Region,BTH,BSN.PRE.BSN,2022WIQ,2025SUQ,2025FAQ,1,1
303,Hudson Valley Region,ALB,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
304,Connecticut Valley Region,WTB,ADN.BRDG.NE.AS,2024SPQ,2024WIQ,2025SPQ,1,1
305,Hudson Valley Region,KIN,ADN.2YR.AAS,2022FAQ,2024SUQ,2024FAQ,1,1
306,Hudson Valley Region,ALB,ADN.BRDG.AS,2025SPQ,2025SUQ,2025FAQ,1,1
307,Lehigh Valley Region,REA,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
308,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SPQ,1,0
309,Hudson Valley Region,POU,ADN.2YR.AS,2021FAQ,2023WIQ,2024SPQ,1,1
310,Greater Boston Region,WOR,ADN.BRDG.AAS,2022WIQ,2023WIQ,2024SPQ,1,1
311,Hudson Valley Region,ALB,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
312,Lehigh Valley Region,ALL,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,0
312,Lehigh Valley Region,ALL,ADN.2YR.AS,2022WIQ,2024FAQ,2025SPQ,2,1
313,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024FAQ,2024WIQ,1,1
314,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SPQ,1,0
314,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SUQ,2,0
314,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024SUQ,3,0
314,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2023WIQ,2024FAQ,4,1
315,Hudson Valley Region,ALB,ADN.BRDG.AS,2022WIQ,2024WIQ,2024WIQ,1,1
316,Lehigh Valley Region,SCR,BSN.PRE.BSN,2021SUQ,2024SPQ,2024SUQ,1,1
317,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024FAQ,2025SPQ,1,0
317,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024FAQ,2025FAQ,2,0
318,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025SUQ,1,0
318,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025FAQ,2,1
319,Hudson Valley Region,SCH,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
320,Connecticut Valley Region,NHV,ADN.2YR.AS,2022WIQ,2025SUQ,2025FAQ,1,1
321,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024SUQ,2024FAQ,1,1
322,Lehigh Valley Region,ALL,ADN.2YR.AS,2024WIQ,2024WIQ,2025SPQ,1,0
322,Lehigh Valley Region,ALL,ADN.2YR.AS,2024WIQ,2024WIQ,2025SUQ,2,1
323,Hudson Valley Region,ALB,ADN.2YR.AS,2024WIQ,2025SPQ,2025SUQ,1,1
324,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SUQ,2024FAQ,1,0
325,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
326,Greater Boston Region,WOR,ADN.BRDG.AAS,2023WIQ,2024WIQ,2025SPQ,1,1
327,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
328,Lehigh Valley Region,REA,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
329,Greater Boston Region,SPR,ADN.BRDG.AAS,2024SPQ,2025SPQ,2025SUQ,1,1
330,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,1
331,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
332,Hudson Valley Region,SCH,ADN.2YR.AS,2022SUQ,2024FAQ,2024WIQ,1,1
333,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2025SUQ,2025WIQ,1,0
334,Hudson Valley Region,ALB,ADN.2YR.AS,2023SPQ,2025SUQ,2025FAQ,1,1
335,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SUQ,2025SUQ,2025FAQ,1,1
336,Lehigh Valley Region,SCR,ADN.BRDG.AS,2022WIQ,2024FAQ,2024WIQ,1,1
337,Hudson Valley Region,ALB,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
338,Hudson Valley Region,ALB,BSN.PRE.BSN,2021WIQ,2024SPQ,2024SUQ,1,1
339,Lehigh Valley Region,SCR,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
340,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SPQ,1,1
341,Lehigh Valley Region,REA,ADN.BRDG.AS,2022SUQ,2023WIQ,2024SPQ,1,1
342,Greater Boston Region,BOS,ADN.BRDG.AAS,2022SUQ,2023FAQ,2024SPQ,1,1
343,Hudson Valley Region,ALB,ADN.BRDG.AS,2024SPQ,2025FAQ,2025WIQ,1,0
344,Greater Boston Region,BOS,BSN.PRE.BSN,2021SUQ,2024SPQ,2024SUQ,1,1
345,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2025SUQ,2025FAQ,1,1
346,Hudson Valley Region,SCH,ADN.2YR.AS,2022WIQ,2024WIQ,2025SPQ,1,1
347,Lehigh Valley Region,ALL,ADN.2YR.AS,2022SUQ,2024SPQ,2024SUQ,1,1
348,Lehigh Valley Region,ALL,BSN.PRE.BSN,2022SUQ,2025SUQ,2025FAQ,1,1
349,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022SUQ,2024WIQ,2025SPQ,1,1
350,Hudson Valley Region,KIN,BSN.PRE.BSN,2022SPQ,2025SPQ,2025SUQ,1,1
351,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021WIQ,2024SPQ,2024SUQ,1,1
352,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023WIQ,2025FAQ,2025WIQ,1,1
353,Lehigh Valley Region,ALL,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
354,Hudson Valley Region,SCH,ADN.2YR.AS,2023FAQ,2025SPQ,2025SUQ,1,1
355,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025SUQ,1,0
355,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025FAQ,2,0
355,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025FAQ,3,0
355,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025WIQ,4,0
355,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025WIQ,5,1
356,Greater Boston Region,WOR,ADN.BRDG.AAS,2023SPQ,2024SPQ,2024SUQ,1,1
357,Greater Boston Region,WOR,ADN.BRDG.AAS,2022SUQ,2024SPQ,2024SUQ,1,1
358,Lehigh Valley Region,ALL,ADN.2YR.AS,2024SPQ,2025SUQ,2025FAQ,1,1
359,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
360,Connecticut Valley Region,WTB,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
361,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2023WIQ,2024SPQ,1,1
362,Lehigh Valley Region,SCR,BSN.PRE.BSN,2022SPQ,2024WIQ,2025SPQ,1,1
363,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022FAQ,2025SPQ,2025SUQ,1,1
364,Connecticut Valley Region,BRI,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,0
365,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2023FAQ,2025FAQ,2025WIQ,1,1
366,Hudson Valley Region,POU,ADN.2YR.AS,2023FAQ,2025FAQ,2025WIQ,1,1
367,Northern New England Region,POR,ADN.BRDG.AS,2023WIQ,2024WIQ,2025SPQ,1,1
368,Greater Boston Region,WOR,ADN.BRDG.AAS,2022FAQ,2024SPQ,2024SUQ,1,1
369,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024WIQ,2025SPQ,1,1
370,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
371,Hudson Valley Region,KIN,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,1
372,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025SPQ,2025SUQ,1,0
372,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025SPQ,2025SUQ,2,1
373,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2024FAQ,2024WIQ,1,1
374,Lehigh Valley Region,SCR,ADN.BRDG.AS,2023SUQ,2024FAQ,2024WIQ,1,1
375,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2025SPQ,2025SUQ,1,1
376,Hudson Valley Region,ALB,BSN.PRE.BSN,2021WIQ,2024WIQ,2025SPQ,1,1
377,Lehigh Valley Region,SCR,ADN.2YR.AS,2022WIQ,2024SUQ,2024FAQ,1,1
378,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023SPQ,2024SPQ,2024SUQ,1,1
379,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024SUQ,2024FAQ,1,0
379,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024SUQ,2024WIQ,2,1
380,Greater Boston Region,SPR,ADN.BRDG.AAS,2023WIQ,2025WIQ,2025WIQ,1,1
381,Lehigh Valley Region,ALL,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
382,Hudson Valley Region,ALB,ADN.2YR.AS,2024SUQ,2025SUQ,2025FAQ,1,1
383,Hudson Valley Region,NEW,ADN.BRDG.AS,2023WIQ,2025SPQ,2025SUQ,1,1
384,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2024SUQ,2024FAQ,1,1
385,Greater Boston Region,LOW,ADN.BRDG.AAS,2024FAQ,2025FAQ,2025WIQ,1,1
386,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2024SPQ,2024SUQ,1,1
387,Greater Boston Region,BOS,BSN.PRE.BSN,2022FAQ,2025SPQ,2025SUQ,1,1
388,Greater Boston Region,BOS,BSN.PRE.BSN,2021FAQ,2024SPQ,2024SUQ,1,1
389,Lehigh Valley Region,BTH,BSN.PRE.BSN,2023SUQ,2025FAQ,2025WIQ,1,1
390,Northern New England Region,POR,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
391,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024SUQ,2024FAQ,1,1
392,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,0
393,Greater Boston Region,WOR,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
394,Greater Boston Region,BOS,ADN.BRDG.AAS,2022FAQ,2024SUQ,2024FAQ,1,1
395,Lehigh Valley Region,ALL,ADN.2YR.AS,2023SUQ,2025SPQ,2025SUQ,1,1
396,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023WIQ,2025SPQ,2025SUQ,1,1
397,Hudson Valley Region,KIN,ADN.2YR.AAS,2023SPQ,2024WIQ,2024WIQ,1,1
398,Greater Boston Region,BOS,BSN.PRE.BSN,2021SPQ,2023SUQ,2024SPQ,2,1
399,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022FAQ,2024WIQ,2025SPQ,1,1
400,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2025SUQ,2025SUQ,1,0
400,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2025SUQ,2025FAQ,2,1
401,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024SPQ,2024SUQ,1,1
402,Greater Boston Region,WOR,ADN.BRDG.AAS,2023FAQ,2024FAQ,2024WIQ,1,1
403,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2025SPQ,2025SUQ,1,1
404,Hudson Valley Region,POU,ADN.2YR.AS,2021WIQ,2023WIQ,2024SPQ,1,1
405,Lehigh Valley Region,ALL,ADN.BRDG.AS,2022WIQ,2024SUQ,2024FAQ,1,1
406,Greater Boston Region,BOS,BSN.PRE.BSN,2022SPQ,2024SPQ,2024SUQ,1,1
407,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025FAQ,2025WIQ,1,1
408,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,0
408,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025WIQ,2,1
409,Hudson Valley Region,ALB,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
410,Hudson Valley Region,ALB,ADN.2YR.AS,2022WIQ,2024SUQ,2024FAQ,1,0
411,Northern New England Region,POR,ADN.BRDG.AS,2023FAQ,2024WIQ,2025SPQ,1,1
412,Greater Boston Region,WOR,ADN.BRDG.AAS,2022FAQ,2024FAQ,2024WIQ,1,0
412,Greater Boston Region,WOR,ADN.BRDG.AAS,2022FAQ,2024FAQ,2024WIQ,2,0
412,Greater Boston Region,WOR,ADN.BRDG.AAS,2022FAQ,2024FAQ,2025SPQ,3,1
413,Hudson Valley Region,SCH,ADN.2YR.AS,2023SPQ,2025SPQ,2025SUQ,1,1
414,Lehigh Valley Region,SCR,ADN.2YR.AS,2022SUQ,2025SPQ,2025SPQ,1,1
415,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023SPQ,2024WIQ,2025SPQ,1,1
416,Lehigh Valley Region,SCR,BSN.PRE.BSN,2024FAQ,2025SUQ,2025WIQ,1,1
417,Hudson Valley Region,SCH,BSN.PRE.BSN,2023SUQ,2025SUQ,2025FAQ,1,1
418,Greater Boston Region,BOS,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
419,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
420,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2024FAQ,2024FAQ,1,1
421,Hudson Valley Region,KIN,ADN.2YR.AAS,2023SPQ,2024WIQ,2025SPQ,1,1
422,Hudson Valley Region,KIN,ADN.2YR.AAS,2022SPQ,2023WIQ,2024SPQ,1,1
423,Hudson Valley Region,KIN,ADN.2YR.AAS,2022WIQ,2025SPQ,2025SUQ,1,1
424,Hudson Valley Region,KIN,ADN.2YR.AAS,2022SPQ,2024SUQ,2024FAQ,1,0
424,Hudson Valley Region,KIN,ADN.2YR.AAS,2022SPQ,2024SUQ,2024FAQ,2,1
425,Hudson Valley Region,KIN,ADN.ADV.AAS,2023SPQ,2024SPQ,2024SPQ,1,1
426,Hudson Valley Region,ALB,ADN.BRDG.AS,2025SUQ,2025FAQ,2025FAQ,1,1
427,Hudson Valley Region,SCH,ADN.BRDG.AS,2023SPQ,2024SUQ,2024FAQ,1,1
428,Lehigh Valley Region,SCR,ADN.2YR.AS,2024SUQ,2025FAQ,2025WIQ,1,1
429,Greater Boston Region,WOR,BSN.PRE.BSN,2023SPQ,2025FAQ,2025WIQ,1,1
430,Hudson Valley Region,ALB,ADN.BRDG.AS,2025SUQ,2025SUQ,2025FAQ,1,1
431,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SPQ,2024SUQ,1,1
432,Hudson Valley Region,KIN,BSN.PRE.BSN,2021SPQ,2024SPQ,2024SUQ,1,1
433,Greater Boston Region,SPR,ADN.BRDG.AAS,2023FAQ,2024FAQ,2024WIQ,1,1
434,Lehigh Valley Region,ALL,BSN.PRE.BSN,2024WIQ,2025SPQ,2025SUQ,1,0
434,Lehigh Valley Region,ALL,BSN.PRE.BSN,2024WIQ,2025SPQ,2025FAQ,2,1
435,Connecticut Valley Region,WTB,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
436,Hudson Valley Region,KIN,ADN.2YR.AAS,2023WIQ,2024WIQ,2025SPQ,1,1
437,Greater Boston Region,BOS,BSN.PRE.BSN,2022WIQ,2025WIQ,2025WIQ,1,1
438,Hudson Valley Region,SCH,ADN.2YR.AS,2023SPQ,2024FAQ,2024WIQ,1,1
439,Hudson Valley Region,ALB,ADN.BRDG.AS,2023FAQ,2025SPQ,2025SUQ,1,1
440,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2024FAQ,2024WIQ,1,1
441,Greater Boston Region,BOS,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
442,Connecticut Valley Region,HAR,ADN.BRDG.AAS,2023SPQ,2024SUQ,2024FAQ,1,1
443,Connecticut Valley Region,NHV,ADN.2YR.AS,2023WIQ,2025SUQ,2025FAQ,1,1
444,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2022FAQ,2024SUQ,2024SUQ,1,1
445,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
446,Lehigh Valley Region,ALL,ADN.2YR.AS,2021SPQ,2023FAQ,2024SPQ,1,1
447,Greater Boston Region,LOW,ADN.BRDG.AAS,2023SUQ,2024FAQ,2024WIQ,1,1
448,Greater Boston Region,BOS,BSN.PRE.BSN,2022SUQ,2024FAQ,2024WIQ,1,1
449,Lehigh Valley Region,BTH,ADN.BRDG.AS,2023WIQ,2025FAQ,2025WIQ,1,1
450,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
451,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2025SPQ,2025SUQ,1,1
452,Connecticut Valley Region,NHV,ADN.BRDG.NE.AS,2023FAQ,2024FAQ,2024WIQ,1,1
453,Lehigh Valley Region,BTH,ADN.2YR.AS,2023SPQ,2024WIQ,2025SPQ,1,1
454,Hudson Valley Region,POU,ADN.2YR.AS,2022SPQ,2023WIQ,2024SPQ,1,1
455,Hudson Valley Region,ALB,ADN.BRDG.AS,2023WIQ,2025SPQ,2025SUQ,1,1
456,Hudson Valley Region,SCH,ADN.BRDG.AS,2022WIQ,2024FAQ,2024WIQ,1,1
457,Hudson Valley Region,SCH,ADN.2YR.AS,2023WIQ,2025FAQ,2025WIQ,1,1
458,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024WIQ,2025SPQ,1,0
458,Connecticut Valley Region,HAR,ADN.2YR.AAS.2,2022WIQ,2024WIQ,2025SUQ,2,1
459,Greater Boston Region,BOS,ADN.BRDG.AAS,2024SUQ,2025FAQ,2025WIQ,1,1
460,Greater Boston Region,BOS,ADN.BRDG.AAS,2022WIQ,2024SPQ,2024SUQ,1,1
461,Greater Boston Region,BOS,ADN.BRDG.AAS,2023WIQ,2025SPQ,2025SUQ,1,1
462,Greater Boston Region,BOS,ADN.BRDG.AAS,2024WIQ,2025FAQ,2025WIQ,1,1
463,Hudson Valley Region,ALB,ADN.BRDG.AS,2023SPQ,2024SPQ,2024SPQ,1,1
464,Hudson Valley Region,ALB,ADN.2YR.AS,2023FAQ,2025SUQ,2025FAQ,1,1
465,Greater Boston Region,BOS,BSN.PRE.BSN,2023FAQ,2024SPQ,2024SUQ,1,0
466,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SPQ,2025SPQ,2025SUQ,1,1
467,Connecticut Valley Region,BRI,ADN.2YR.AS,2023WIQ,2025SUQ,2025FAQ,1,1
468,Greater Boston Region,BOS,ADN.BRDG.AAS,2021WIQ,2023WIQ,2024SPQ,1,1
469,Hudson Valley Region,ALB,ADN.2YR.AS,2022SPQ,2024FAQ,2024WIQ,1,1
470,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,1
471,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
472,Greater Boston Region,LOW,ADN.BRDG.AAS,2023FAQ,2024WIQ,2025SPQ,1,1
473,Greater Boston Region,BOS,BSN.PRE.BSN,2021WIQ,2025SUQ,2025FAQ,1,1
474,Greater Boston Region,LOW,ADN.BRDG.AAS,2024SPQ,2025SUQ,2025FAQ,1,1
475,Lehigh Valley Region,SCR,ADN.2YR.AS,2022WIQ,2024WIQ,2024WIQ,1,1
476,Greater Boston Region,BOS,BSN.PRE.BSN,2023SPQ,2025SUQ,2025FAQ,1,1
477,Lehigh Valley Region,ALL,BSN.PRE.BSN,2021SPQ,2024SPQ,2024SUQ,1,1
